FID,id,logradouro_id,nome,metrica,comprimento,numero_porta_minimo,numero_porta_maximo,class_viaria,pavimentacao,agua,esgoto,galeria,sarjeta,iluminacao,arborizacao,quant_autonomas,quant_autonomas_prediais,quant_autonomas_territoriais,quant_autonomas_residenciais,quant_autonomas_nao_residenciais,quant_lotes,quant_quadras,data_criacao,data_alteracao,the_geom
trechos_logradouros.fid--5ab48429_18b14a67085_264c,168054,11716,RUA 04H (LOT CIDADE JARDIM FORTALEZA),80,199.75,,,Paisagistica,Sem,Sem,Sem,Sem,Sem,Sem,Sem,1,0,1,0,0,2,2,2016-03-16,2017-11-07,"MULTILINESTRING ((551570.7577163014 9576241.655135637, 551572.2276983609 9576243.74309694, 551580.6612581082 9576255.774933828, 551589.8766055156 9576269.021583479, 551602.1543420067 9576283.875707999, 551611.9670970145 9576295.408186063, 551628.4560252985 9576313.283483373, 551637.252296237 9576321.02162396, 551644.4702139132 9576325.94051022, 551657.2040932119 9576332.139898827, 551678.5368889252 9576354.51133866, 551703.2443640225 9576382.415774262, 551706.6054496196 9576385.895389648))"
trechos_logradouros.fid--5ab48429_18b14a67085_264d,168055,11716,RUA 04H (LOT CIDADE JARDIM FORTALEZA),100,193.2,,,Paisagistica,Sem,Sem,Sem,Sem,Sem,Sem,Sem,1,0,1,0,0,1,1,2016-03-16,2017-11-07,"MULTILINESTRING ((551422.9040598752 9576128.415218199, 551432.267772617 9576128.084741613, 551447.18310812 9576131.988368116, 551462.6082984945 9576137.83627577, 551474.0780860301 9576143.686001942, 551491.6220647083 9576153.864254627, 551507.1399663698 9576165.783003759, 551517.6582152405 9576175.534554005, 551540.1885069682 9576201.959685331, 551560.6044546623 9576227.365944613, 551570.7577163014 9576241.655135637))"
trechos_logradouros.fid--5ab48429_18b14a67085_264e,168067,11723,RUA 11H (LOT CIDADE JARDIM FORTALEZA),40,276.47,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,1,0,1,0,0,1,1,2016-03-16,2016-03-16,"MULTILINESTRING ((551688.7649365522 9576787.818636375, 551692.3185411963 9576783.674026113, 551700.4685198843 9576771.6853597, 551709.8100413972 9576753.756558761, 551715.8468484893 9576737.43804727, 551722.9428142763 9576714.685437232, 551738.1113389378 9576664.932020718, 551747.2826382637 9576643.26330274, 551753.753877957 9576634.348088318, 551764.3440620506 9576623.27259095, 551783.6731935162 9576609.36566052, 551811.6252654525 9576590.286477517, 551841.5074266457 9576571.07737885))"
trechos_logradouros.fid--5ab48429_18b14a67085_264f,168068,11725,RUA 13H (LOT CIDADE JARDIM FORTALEZA),20,95.44,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,0,0,0,2,2,2016-03-16,2016-03-16,"MULTILINESTRING ((551483.9739586944 9576281.37229301, 551570.7577163014 9576241.655135637))"
trechos_logradouros.fid--5ab48429_18b14a67085_2650,168069,11726,RUA 14H (LOT CIDADE JARDIM FORTALEZA),20,89.43,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,1,0,1,0,0,1,1,2016-03-16,2016-03-16,"MULTILINESTRING ((551332.2898030798 9576912.43852423, 551347.1101656408 9576916.216060027, 551362.3763832574 9576921.82194031, 551369.4140045784 9576925.924355207, 551382.2875846412 9576936.95846559, 551391.5045215333 9576948.706124695, 551399.7049535118 9576964.551286478))"
trechos_logradouros.fid--5ab48429_18b14a67085_2651,168002,78,AVENIDA AGUANAMBI,830,66.67,,,Expressa,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2016-02-25,2016-02-25,"MULTILINESTRING ((552874.6538000004 9584758.1119, 552892.8723652539 9584763.289269134, 552915.40307054 9584773.428086514, 552935.2452964812 9584785.099031124))"
trechos_logradouros.fid--5ab48429_18b14a67085_2652,168075,11724,RUA 12H DO LOTEAMENTO CIDADE JARDIM,20,229.32,201,255,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,1,0,0,3,3,2016-03-16,2016-03-16,"MULTILINESTRING ((551514.0444726751 9576452.030697996, 551531.8179540125 9576454.37039849, 551560.0610015505 9576456.476306504, 551578.8885242309 9576457.845962234, 551601.023018805 9576460.880465338, 551616.8904484722 9576464.91893351, 551631.8655321948 9576469.655891424, 551645.6103316672 9576475.364443423, 551653.7863677777 9576479.149186246, 551672.4104468693 9576490.611637427, 551688.7812681528 9576502.754448494, 551708.6928743203 9576521.323318418, 551720.1767408515 9576533.033124996))"
trechos_logradouros.fid--5ab48429_18b14a67085_2653,140953,2419,RUA MELVIN JONES,20,63.02,907,961,Comercial,Asfalto,Com,Com,Com,Com,Com,Sem,34,33,1,0,33,5,5,2013-05-17,2014-11-14,"MULTILINESTRING ((552663.1514297191 9587814.82085675, 552725.5803185473 9587823.396954065))"
trechos_logradouros.fid--5ab48429_18b14a67085_2654,141012,3079,AVENIDA VIS DO RIO BRANCO,30,10.9,1059,1059,Comercial,Asfalto,Com,Com,Com,Com,Com,Com,0,2,0,0,2,2,2,2013-05-17,2018-10-24,"MULTILINESTRING ((552722.0260519112 9587613.801128954, 552726.4686991662 9587603.848908609))"
trechos_logradouros.fid--5ab48429_18b14a67085_2655,108069,1535,RUA GUILHERME ROCHA,140,104.37,16,586,Comercial,Paralelep.,Com,Com,Com,Com,Com,Com,20,22,0,0,22,5,5,2013-05-17,2019-03-11,"MULTILINESTRING ((552125.9468762934 9588127.31590182, 552037.6478926865 9588157.301871857, 552026.6301310274 9588158.803012777))"
trechos_logradouros.fid--5ab48429_18b14a67085_2656,131053,2502,RUA PDE MORORÓ,180,53.52,795,1254,Comercial,Asfalto,Com,Com,Com,Com,Com,Com,6,6,0,1,5,6,6,2013-05-17,2019-03-12,"MULTILINESTRING ((551423.0369174768 9588413.84775979, 551406.9635519112 9588362.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_2657,128913,3078,RUA BAR DO RIO BRANCO,140,60.96,203,1030,Comercial,Asfalto,Com,Com,Com,Com,Com,Com,16,162,0,0,162,12,12,2013-05-17,2019-03-13,"MULTILINESTRING ((552367.3738449158 9588048.634583414, 552348.6631618054 9587990.62156594))"
trechos_logradouros.fid--5ab48429_18b14a67085_2658,130918,3202,RUA GAL SAMPAIO,180,14,378,378,Comercial,Paralelep.,Com,Com,Com,Com,Com,Com,0,3,0,0,3,4,4,2013-05-17,2019-03-14,"MULTILINESTRING ((552081.8376878095 9587988.474247148, 552080.2918119308 9587974.561364237))"
trechos_logradouros.fid--5ab48429_18b14a67085_2659,141103,3307,RUA SOBRAL,40,30.55,72,72,Comercial,Asfalto,Com,Com,Com,Com,Com,Sem,19,19,0,12,7,1,1,2013-05-17,2019-03-14,"MULTILINESTRING ((552787.8018310994 9588234.403641744, 552817.9498771314 9588229.452320315))"
trechos_logradouros.fid--5ab48429_18b14a67085_265a,141206,3639,RUA 24 DE MAIO,40,11.76,,,Comercial,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2019-03-14,"MULTILINESTRING ((552121.3523640662 9588514.66851758, 552117.6504790009 9588503.508560758))"
trechos_logradouros.fid--5ab48429_18b14a67085_265b,168021,2083,RUA CEL JUSTA,40,81.17,366,366,Local,Asfalto,Com,Com,Sem,Sem,Com,Com,0,0,0,0,0,3,3,2016-03-07,2016-03-07,"MULTILINESTRING ((550470.0284000002 9581839.4329, 550493.3423428318 9581917.182679337))"
trechos_logradouros.fid--5ab48429_18b14a67085_265c,168023,2083,RUA CEL JUSTA,20,88.93,,,Local,Asfalto,Com,Com,Sem,Sem,Com,Com,0,0,0,0,0,4,4,2016-03-09,2016-03-10,"MULTILINESTRING ((550493.3423428318 9581917.182679337, 550504.7960452065 9581955.379686108, 550499.7924339615 9581957.0788205, 550512.4060938257 9581998.985359883))"
trechos_logradouros.fid--5ab48429_18b14a67085_265d,135514,1524,RUA GUERRA JUNQUEIRO,100,80.12,289,339,Local,Asfalto,Com,Com,Com,Com,Com,Com,13,10,3,10,0,13,13,2013-05-17,2016-03-10,"MULTILINESTRING ((550569.0235369819 9581890.885490052, 550493.3440831839 9581917.188483333))"
trechos_logradouros.fid--5ab48429_18b14a67085_265e,168028,50279,RUA B (LOT PLANALTO ALDEOTA SUL),20,241.6,,,Local,Pedra rust,Sem,Sem,Sem,Sem,Com,Sem,33,0,34,0,0,35,35,2016-03-15,2016-03-15,"MULTILINESTRING ((561193.9424211682 9580811.782627944, 561336.9508229389 9581006.514083305))"
trechos_logradouros.fid--5ab48429_18b14a67085_265f,168029,50210,RUA C DO LOTEAMENTO PLANALTO ALDEOTA SUL,100,88.11,,,Local,Sem,Sem,Sem,,Sem,Sem,Sem,7,0,7,0,0,9,9,2016-03-15,2016-03-15,"MULTILINESTRING ((561131.4357001059 9580857.179450836, 561183.4568559988 9580928.296464749))"
trechos_logradouros.fid--5ab48429_18b14a67085_2660,168030,50210,RUA C DO LOTEAMENTO PLANALTO ALDEOTA SUL,120,74,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,0,0,0,4,4,2016-03-15,2016-03-15,"MULTILINESTRING ((561087.7462530807 9580797.45253861, 561131.4357001059 9580857.179450836))"
trechos_logradouros.fid--5ab48429_18b14a67085_2661,168031,50210,RUA C DO LOTEAMENTO PLANALTO ALDEOTA SUL,140,74,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,0,0,0,4,4,2016-03-15,2016-03-15,"MULTILINESTRING ((561044.0568390983 9580737.725671556, 561087.7462530807 9580797.45253861))"
trechos_logradouros.fid--5ab48429_18b14a67085_2662,132504,4793,AVENIDA VALPARAÍSO,640,60.47,24,24,Coletora,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,2,2,2013-05-17,2022-09-06,"MULTILINESTRING ((553200.8043494537 9574831.062995533, 553140.8360598449 9574838.85889972))"
trechos_logradouros.fid--5ab48429_18b14a67085_2663,168032,50210,RUA C DO LOTEAMENTO PLANALTO ALDEOTA SUL,160,74,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,0,0,0,4,4,2016-03-15,2016-03-15,"MULTILINESTRING ((561000.3674251166 9580677.998804504, 561044.0568390983 9580737.725671556))"
trechos_logradouros.fid--5ab48429_18b14a67085_2664,168072,11720,RUA 08H (LOT CIDADE JARDIM FORTALEZA),100,88.97,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,0,0,0,3,3,2016-03-16,2016-03-30,"MULTILINESTRING ((551483.9739586944 9576281.37229301, 551487.0856015736 9576287.315751929, 551493.6317077915 9576302.621788582, 551499.9742347295 9576320.89871755, 551502.6755934906 9576332.074469032, 551504.611114841 9576340.267327994, 551508.416312582 9576366.348114092))"
trechos_logradouros.fid--5ab48429_18b14a67085_2665,158155,11720,RUA 08H (LOT CIDADE JARDIM FORTALEZA),40,109.78,199,255,Local,Sem,Com,Sem,Sem,Com,Com,Sem,320,319,2,309,10,3,3,2013-09-10,2016-03-30,"MULTILINESTRING ((551541.8605496257 9576566.923760789, 551544.2489073584 9576573.335748024, 551549.5722432245 9576587.30244249, 551556.6651153832 9576605.645097656, 551564.383514934 9576625.037155075, 551570.5054144542 9576639.899616243, 551582.8015256743 9576668.765647361))"
trechos_logradouros.fid--5ab48429_18b14a67085_2666,168073,11720,RUA 08H (LOT CIDADE JARDIM FORTALEZA),120,166.38,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,0,0,0,1,1,2016-03-16,2016-03-30,"MULTILINESTRING ((551422.9040598752 9576128.415218199, 551424.0702392043 9576137.610053197, 551429.269133225 9576166.571818287, 551431.4582831699 9576174.079258837, 551435.4810465194 9576186.337527348, 551445.4380037122 9576212.269384695, 551453.869491149 9576230.048600994, 551462.26583848 9576244.690034429, 551472.8763591149 9576262.244158335, 551481.4700159053 9576276.589584429, 551483.9739586944 9576281.37229301))"
trechos_logradouros.fid--5ab48429_18b14a67085_2667,168026,50183,RUA 14 C (CID JD GLEBA C),30,24.24,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,0,0,0,1,1,2016-03-15,2017-12-21,"MULTILINESTRING ((549284.644985923 9574842.18357638, 549284.8911451289 9574866.417950206))"
trechos_logradouros.fid--5ab48429_18b14a67085_2668,168033,50210,RUA C DO LOTEAMENTO PLANALTO ALDEOTA SUL,180,56.14,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,0,0,0,2,2,2016-03-15,2016-03-15,"MULTILINESTRING ((560967.2218198935 9580632.68615377, 561000.3674251166 9580677.998804504))"
trechos_logradouros.fid--5ab48429_18b14a67085_2669,168034,50208,RUA J (LOT PLANALTO ALDEOTA SUL),80,66.16,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,6,0,6,0,0,7,7,2016-03-15,2016-03-15,"MULTILINESTRING ((561251.7933470237 9580769.767174395, 561305.3265813625 9580730.887535265))"
trechos_logradouros.fid--5ab48429_18b14a67085_266a,168037,50282,RUA N (LOT PLANALTO ALDEOTA SUL),20,132.67,500,500,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,11,1,10,0,1,11,11,2016-03-15,2016-03-15,"MULTILINESTRING ((561154.6959763548 9581113.63708339, 561263.4593003187 9581037.66610193))"
trechos_logradouros.fid--5ab48429_18b14a67085_266b,168038,50283,RUA O (LOT PLANALTO ALDEOTA SUL),20,152.22,500,500,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,9,0,9,0,0,10,10,2016-03-15,2016-03-15,"MULTILINESTRING ((561188.7545882721 9581185.493287625, 561285.8329305813 9581068.250062773))"
trechos_logradouros.fid--5ab48429_18b14a67085_266c,168039,50283,RUA O (LOT PLANALTO ALDEOTA SUL),40,80.15,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,7,0,7,0,0,8,8,2016-03-15,2016-03-15,"MULTILINESTRING ((561285.8329305813 9581068.250062773, 561336.9508229389 9581006.514083305))"
trechos_logradouros.fid--5ab48429_18b14a67085_266d,168040,50283,RUA O (LOT PLANALTO ALDEOTA SUL),60,76.23,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,7,0,7,0,0,8,8,2016-03-15,2016-03-15,"MULTILINESTRING ((561336.9508229389 9581006.514083305, 561385.5672592198 9580947.799156426))"
trechos_logradouros.fid--5ab48429_18b14a67085_266e,161201,50166,RUA B (SERVIDAO PARTICULAR),20,97.75,438,906,Local,Pedra rust,Com,Com,Sem,Com,Com,Com,22,11,11,10,1,24,24,2014-06-10,2014-06-10,"MULTILINESTRING ((554628.5059948053 9574624.256747846, 554663.7021582532 9574715.450552594))"
trechos_logradouros.fid--5ab48429_18b14a67085_266f,145436,9475,RUA SERIDIÃO MONTENEGRO,20,89.91,52,6800,Local,Pedra rust,Com,Sem,Com,Com,Com,Com,11,12,1,3,9,7,7,2013-05-17,2014-06-11,"MULTILINESTRING ((543218.386745627 9578472.892907718, 543139.813476074 9578516.595524995))"
trechos_logradouros.fid--5ab48429_18b14a67085_2670,138460,4127,RUA TRÊS MARIAS,60,41.09,238,238,Local,Sem,Com,Com,Sem,Sem,Com,Sem,2,2,0,1,1,1,1,2013-05-17,2014-06-18,"MULTILINESTRING ((544464.9255289093 9580120.497804169, 544427.6103164817 9580137.699206969))"
trechos_logradouros.fid--5ab48429_18b14a67085_2671,149500,4170,RUA VIS DE CAIRU,20,123.35,935,2170,Local,Paralelep.,Com,Com,Com,Com,Com,Sem,5,4,14,4,0,18,18,2013-05-17,2014-06-26,"MULTILINESTRING ((559839.1825958549 9588245.409140324, 559776.687199477 9588215.655897273, 559728.3211970369 9588191.337036496))"
trechos_logradouros.fid--5ab48429_18b14a67085_2672,161204,11683,RUA S D O (PARQUE VERDE),20,260.2,12,252,Local,Sem,Sem,Sem,Sem,Sem,Sem,Com,78,78,0,78,0,78,78,2014-06-27,2014-06-27,"MULTILINESTRING ((554812.2811982193 9574115.985708477, 554569.5452870555 9574209.692593765))"
trechos_logradouros.fid--5ab48429_18b14a67085_2673,161205,10940,RUA 08 LOT PQ VERDE,20,260.62,35,251,Local,Sem,Sem,Sem,Sem,Sem,Sem,Com,0,0,0,0,0,38,38,2014-06-27,2014-06-27,"MULTILINESTRING ((554800.5766487067 9574085.66654483, 554557.4489539358 9574179.524627768))"
trechos_logradouros.fid--5ab48429_18b14a67085_2674,161207,374,RUA ARY BARROSO,40,544.15,70,1500,Local,Pedra rust,Com,Com,Com,Com,Com,Com,1071,1071,3,0,1071,6,6,2014-07-01,2014-07-01,"MULTILINESTRING ((558948.5186188003 9586490.470360873, 558430.0453677177 9586655.651820831))"
trechos_logradouros.fid--5ab48429_18b14a67085_2675,138180,4492,RUA RAFAEL TOBIAS,60,137.4,257,2500,Local,Paralelep.,Sem,Sem,Sem,Sem,Com,Sem,17,16,15,12,4,27,27,2013-05-17,2014-07-03,"MULTILINESTRING ((558563.4695555089 9580784.969828155, 558574.7838163465 9580648.038261017))"
trechos_logradouros.fid--5ab48429_18b14a67085_2676,131935,119,RUA SEN ALENCAR,200,39.13,173,943,Comercial,Asfalto,Com,Com,Com,Com,Com,Com,14,14,0,9,5,9,9,2013-05-17,2019-02-22,"MULTILINESTRING ((551743.2499321015 9588484.281348296, 551705.9322032904 9588496.036827352))"
trechos_logradouros.fid--5ab48429_18b14a67085_2677,132061,2502,RUA PDE MORORÓ,200,8.96,,,Comercial,Asfalto,Com,Com,Com,Com,Com,Com,0,3,0,1,2,3,3,2013-05-17,2019-03-12,"MULTILINESTRING ((551406.9635519112 9588362.801128954, 551409.6553271652 9588371.349808889))"
trechos_logradouros.fid--5ab48429_18b14a67085_2678,137935,3247,RUA SENA MADUREIRA,60,24.16,907,924,Comercial,Asfalto,Com,Com,Com,Com,Com,Com,16,16,0,0,16,4,4,2013-05-17,2019-03-14,"MULTILINESTRING ((552663.1514297191 9587814.82085675, 552660.0596779615 9587838.78193287))"
trechos_logradouros.fid--5ab48429_18b14a67085_2679,130741,236,RUA ANA NÉRI,180,8.76,,,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2020-02-10,"MULTILINESTRING ((550507.250649061 9585384.069494572, 550500.8172632435 9585390.008830726))"
trechos_logradouros.fid--5ab48429_18b14a67085_267a,114286,10133,RUA RODOLFO TOME,60,52.53,438,515,Local,Asfalto,Com,Com,Sem,Com,Com,Com,11,4,8,3,1,11,11,2013-05-17,2020-02-20,"MULTILINESTRING ((554677.43692476 9574605.14981934, 554628.505994805 9574624.25674785))"
trechos_logradouros.fid--5ab48429_18b14a67085_267b,161215,4492,RUA RAFAEL TOBIAS,320,130.85,,,Local,Sem,Sem,Sem,Sem,Sem,Com,Sem,18,0,18,0,0,18,18,2014-07-07,2014-07-07,"MULTILINESTRING ((558741.0885286896 9578695.47824376, 558752.048221326 9578565.089717632))"
trechos_logradouros.fid--5ab48429_18b14a67085_267c,161216,4492,RUA RAFAEL TOBIAS,340,112.1,351,3618,Local,Sem,Sem,Sem,Sem,Sem,Com,Sem,8,7,1,6,1,9,9,2014-07-07,2014-07-07,"MULTILINESTRING ((558761.5597127749 9578453.393396582, 558751.8882374248 9578565.07661809))"
trechos_logradouros.fid--5ab48429_18b14a67085_267d,167376,6978,RUA GENEROSO FRANÇA,5,167.71,85,5200,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,8,2,6,0,2,9,9,2014-11-06,2014-11-06,"MULTILINESTRING ((555364.0970166749 9571713.396295868, 555525.2192766622 9571666.865371546))"
trechos_logradouros.fid--5ab48429_18b14a67085_267e,161218,401,AVENIDA PRS ARTUR BERNARDES,1220,112.85,351,470,Local,Sem,Sem,Sem,Sem,Sem,Com,Sem,0,0,6,0,0,8,8,2014-07-07,2014-07-07,"MULTILINESTRING ((558855.5818556674 9578460.339565182, 558846.5466971514 9578572.827288706))"
trechos_logradouros.fid--5ab48429_18b14a67085_267f,158205,5144,RUA GUILHERME LOURENÇO,80,137.29,471,471,Local,Sem,Sem,Sem,Sem,Sem,Com,Sem,9,0,9,0,0,10,10,2013-10-14,2014-07-07,"MULTILINESTRING ((558942.7987876452 9578580.708446415, 558931.6481365949 9578717.542864304))"
trechos_logradouros.fid--5ab48429_18b14a67085_2680,116840,5144,RUA GUILHERME LOURENÇO,60,138.78,490,514,Local,Sem,Sem,Sem,Sem,Sem,Com,Sem,11,6,5,6,0,12,12,2013-05-17,2014-07-07,"MULTILINESTRING ((558931.6481365949 9578717.542864304, 558920.7707375173 9578855.892335331))"
trechos_logradouros.fid--5ab48429_18b14a67085_2681,167998,682,RUA BAR CANINDE,50,17.35,13,13,Coletora,Asfalto,Com,Com,Sem,Com,Com,Sem,0,0,0,0,0,1,1,2016-02-16,2017-11-07,"MULTILINESTRING ((549827.2761000004 9584279.8011, 549818.4176000003 9584264.8826))"
trechos_logradouros.fid--5ab48429_18b14a67085_2682,161203,6045,RUA SAO JOAO BATISTA,60,103.95,1135,1135,Coletora,Asfalto,Com,Com,Com,Com,Com,Sem,6,6,0,1,5,2,2,2014-06-13,2017-11-07,"MULTILINESTRING ((545622.6796793788 9576909.561187584, 545582.319472978 9576813.769099923))"
trechos_logradouros.fid--5ab48429_18b14a67085_2683,117502,5141,RUA PERY NEGREIROS,60,462.59,471,471,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,36,2,43,2,0,47,47,2013-05-17,2017-11-21,"MULTILINESTRING ((559014.93681462 9578864.003649352, 559026.3834729936 9578726.63928497, 559044.3198151562 9578503.26186059, 559047.22902313 9578494.679697068, 559052.0203281252 9578492.979272535, 559129.5104869948 9578476.098912027, 559134.7084545793 9578471.120861705))"
trechos_logradouros.fid--5ab48429_18b14a67085_2684,132181,6798,RUA REV OSMAR LIMA,200,119.38,344,1820,Local,Asfalto,Com,Com,Com,Com,Com,Sem,16,13,17,12,1,14,14,2013-05-17,2014-07-09,"MULTILINESTRING ((544550.1932641222 9579388.644458188, 544466.2135519112 9579303.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_2685,161220,35833,RUA LAURA CAZUMBA,60,85.69,,,Local,Sem,Sem,Sem,Sem,Sem,Com,Sem,10,5,5,5,0,7,7,2014-07-09,2014-07-09,"MULTILINESTRING ((559117.4036718813 9578719.935078507, 559121.6606431184 9578634.346984537))"
trechos_logradouros.fid--5ab48429_18b14a67085_2686,161222,5807,RUA JOÃO MELO (BARROSO),20,28.47,1310,1310,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,2,2,2014-07-11,2014-07-11,"MULTILINESTRING ((554830.8328607533 9578228.07959892, 554845.9652826312 9578252.196896289))"
trechos_logradouros.fid--5ab48429_18b14a67085_2687,161223,5807,RUA JOÃO MELO (BARROSO),40,127.27,49,1450,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,22,20,2,14,6,15,15,2014-07-11,2014-07-11,"MULTILINESTRING ((554756.4635519112 9578124.801128954, 554830.8328607533 9578228.07959892))"
trechos_logradouros.fid--5ab48429_18b14a67085_2688,161224,5807,RUA JOÃO MELO (BARROSO),60,129.05,155,483,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,32,30,2,28,2,14,14,2014-07-11,2014-07-11,"MULTILINESTRING ((554680.3361962959 9578020.599908333, 554756.4635519112 9578124.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_2689,121499,34960,VILA FLORIANOPOLIS,20,38.59,,,Local,Pedra rust,Sem,Sem,Sem,Sem,Com,Sem,0,0,0,0,0,2,2,2013-05-17,2013-05-17,"MULTILINESTRING ((544050.1506458921 9584702.857490052, 544012.2563860555 9584710.177972065))"
trechos_logradouros.fid--5ab48429_18b14a67085_268a,161229,50168,AVENIDA L (CONJ CEARA),100,53.5,11,12,Local,Asfalto,Com,Sem,Sem,Com,Com,Sem,1,1,0,0,1,3,3,2014-07-14,2014-07-14,"MULTILINESTRING ((543628.8250572807 9583048.86752196, 543631.475941015 9583063.7532537, 543641.2638194192 9583100.865625981))"
trechos_logradouros.fid--5ab48429_18b14a67085_268b,140981,5521,RUA GILBERTO ALBUQUERQUE,40,247.23,1105,1320,Local,Sem,Sem,Sem,Sem,Sem,Com,Sem,26,4,23,4,0,30,30,2013-05-17,2015-02-09,"MULTILINESTRING ((562993.2421868506 9582248.553264575, 563111.12 9582031.24))"
trechos_logradouros.fid--5ab48429_18b14a67085_268c,161230,50168,AVENIDA L (CONJ CEARA),120,54.76,11,12,Local,Asfalto,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,2,2,2014-07-14,2014-07-14,"MULTILINESTRING ((543614.347153808 9582996.053761404, 543628.8250572807 9583048.86752196))"
trechos_logradouros.fid--5ab48429_18b14a67085_268d,161238,714,RUA CARLOS AMORA,60,91.24,18,72,Local,Asfalto,Com,Com,Com,Com,Com,Com,16,17,0,9,8,12,12,2014-07-14,2014-07-14,"MULTILINESTRING ((548354.3787037384 9582830.122863408, 548397.3590764072 9582776.564901544, 548410.2303945562 9582758.021477092))"
trechos_logradouros.fid--5ab48429_18b14a67085_268e,161239,714,RUA CARLOS AMORA,80,100.95,,,Local,Asfalto,Com,Com,Com,Com,Com,Com,1,0,1,0,0,2,2,2014-07-14,2014-07-14,"MULTILINESTRING ((548301.0432975407 9582878.946346808, 548314.2760519112 9582872.801128954, 548324.0773314099 9582868.055451302), (548318.6815973347 9582894.42485479, 548324.0773314099 9582868.055451302), (548324.0773314099 9582868.055451302, 548338.9774965027 9582849.001373135, 548354.3787037384 9582830.122863408))"
